timestamp,open,high,low,close,volume,circulating_supply,funding_rate,open_interest,spot_price,perp_price,long_short_ratio,taker_buy_volume,taker_sell_volume,market_cap,realized_cap,sopr,transfer_volume,tx_count,active_addresses,fees,github_commits
2024-01-01 00:00:00,2207.814506793996,2228.2210493436482,2201.250022383634,2213.669845646786,9144.60073052219,19500000,2.6763168474214344e-05,194184698.0709399,2213.669845646786,2218.8452920407276,0.8142031354222561,6116.041516163058,3061.288613430198,43166561990.112335,32305738580.252083,0.980727115322162,37657363.28419887,142388.1852335057,464597.0533570303,17403.16023469776,12
2024-01-01 01:00:00,2166.2101336751507,2183.9351591922127,2161.656920928972,2168.3185812104916,972.2839286802548,19500000,9.397163548726096e-05,190604725.63225397,2168.3185812104916,2172.075625917314,0.6678188790591739,566.6040851953246,482.4610868026279,42282212333.60458,29090472778.670227,0.985253539572402,15277400.902497442,154308.30625677796,491043.11325221474,49359.31682777429,17
2024-01-01 02:00:00,2203.178618475531,2217.313049286965,2194.52090203213,2201.328504407771,2454.879728089606,19500000,-0.0003752649016615,191704492.88606355,2201.328504407771,2204.3563855063708,0.9655828304951046,1508.5752682325533,836.880002165489,42925905835.95154,30510161059.60376,1.0460494960341835,17790394.888494022,150602.99392018566,263701.4190999501,31948.794985003195,18
2024-01-01 03:00:00,2242.89518291898,2261.082563400292,2238.3387508834303,2243.3546071660494,2975.464639638576,19500000,-0.0002483930614167,240973105.33104852,2243.3546071660494,2243.3892706777942,1.379783689938619,1690.8841719169477,969.0796312092216,43745414839.73796,29834358687.662563,0.9938729439914455,15187853.22341132,167367.7857415867,312674.49245066947,23971.77086067985,11
2024-01-01 04:00:00,2154.9115095604034,2171.1995552710255,2148.066320646553,2157.7189764987415,2017.125493382974,19500000,-0.0002364698183832,185380289.88236523,2157.7189764987415,2160.4518283603543,0.9768566794576338,916.265858666541,836.652121069729,42075520041.725464,20271037581.390842,0.9892111912064916,26088525.368577722,180723.5225340375,419693.2059724576,15239.404554330407,10
2024-01-01 05:00:00,2099.624899106151,2113.76079155693,2097.883549520433,2102.459908447254,4674.665629504008,19500000,0.0003292324671051,188562513.3281796,2102.459908447254,2102.467947206338,1.1373682897255657,3057.7711120476547,1751.628993914281,40997968214.72145,19248902767.17494,0.9947462458579384,14472525.526489645,192997.3151642437,580246.7518626114,16386.009616378647,17
2024-01-01 06:00:00,2105.049878892747,2120.8321107246334,2101.7127427067594,2108.0531677029617,4476.64356045896,19500000,0.0001736064845717,256614684.2971511,2108.0531677029617,2104.98907544372,1.6007348090277405,2902.619110182119,1538.8827698414586,41107036770.20775,29783019572.643288,1.013633649654972,20233400.28275166,138914.27442796718,645352.6412810175,27553.431211403946,16
2024-01-01 07:00:00,2091.2865112798313,2097.09157898084,2082.564740584464,2094.9716066795145,2910.6237688614447,19500000,0.0002833183600221,203924211.4839644,2094.9716066795145,2098.3302681216974,1.0841661537341003,1469.590355666737,1000.784111026632,40851946330.250534,20077063081.2508,0.968984089519784,17133984.800721183,109759.9293212058,407216.5968935942,14636.187554891918,21
2024-01-01 08:00:00,2104.034859324376,2109.782168161766,2076.056970428904,2094.477203229191,2603.633171715376,19500000,-0.0004518964969407,176561435.97984576,2094.477203229191,2097.0509480535525,0.8580933302303968,1638.0893721105838,981.2096546033304,40842305462.96922,23172610843.618076,1.0128164620137516,48227907.153787635,223663.7509997584,427568.8489280716,14774.615918570276,12
2024-01-01 09:00:00,2060.4778952254983,2071.3448511254264,2058.0728331469413,2059.2525943351334,2818.6732736353138,19500000,-0.0003450700058154,210920719.22618663,2059.2525943351334,2059.393984455823,0.8820436622223373,1586.665228265162,1299.5632060862413,40155425589.5351,25417312387.52248,1.0076746057017771,17953681.78758232,179218.58389241336,374230.36970309867,22084.89963538142,12
2024-01-01 10:00:00,2099.7179064889524,2118.0481753721006,2091.542948294386,2096.0006114484722,2828.796607514896,19500000,0.0002989646320769,183325678.88491628,2096.0006114484722,2093.642224557114,1.0001316503097428,1902.9731804701507,1491.9884607674987,40872011923.24521,20990618930.573452,0.9463403384777764,15949844.295039618,128198.408886061,502143.5329299989,22925.95607813887,19
2024-01-01 11:00:00,2126.990911409809,2143.5309817065768,2107.6704814468553,2129.073475139129,2866.4037834967858,19500000,-0.0007336008924998,212043675.27682537,2129.073475139129,2128.0383181750303,0.8811046020477773,1836.9271580154507,1593.241794057722,41516932765.21303,21488562948.13301,1.053827668102263,29470883.083040964,174455.72510824434,600612.902448459,24686.440941676075,8
2024-01-01 12:00:00,2131.3072594840264,2134.0278068636317,2112.3383121231827,2132.1002160272265,2713.515889591967,19500000,0.0004673888072799,193870491.38067284,2132.1002160272265,2128.4305611538734,0.8943863843113288,1118.7791576659465,1425.7500493744096,41575954212.530914,24524508005.36748,1.043824406822896,52394195.38579436,212564.06054766572,568754.4921353201,19305.444057877867,16
2024-01-01 13:00:00,2177.8196325166905,2193.849172288772,2163.0224188758734,2180.932058022891,3382.00719635466,19500000,-0.0004469951430568,190353654.27889693,2180.932058022891,2183.211308357592,1.2178058815736168,2244.9181782016367,1651.988688455875,42528175131.44637,23742141705.257008,0.9759831120176548,25473546.373751655,250770.6690423468,439854.767466781,29028.80708951389,13
2024-01-01 14:00:00,2189.9637520590377,2206.5218383125043,2184.697468391064,2201.6399661565347,4344.239668567189,19500000,0.0003530034675774,224258755.9793032,2201.6399661565347,2198.3302210536053,1.2278089705153707,3000.0012638141307,2486.1535087181587,42931979340.05243,28033410470.566525,0.9663272038690816,26273993.921456072,173278.0084705482,374105.700817432,17008.280388126204,17
2024-01-01 15:00:00,2158.377644984948,2180.2292465767914,2149.316547683834,2164.342613383989,1611.4181780764948,19500000,-0.000166575387427,206309910.1517972,2164.342613383989,2165.1798479204194,0.7193706859903053,1003.3444699952922,734.6794529453471,42204680960.98778,19942676496.35835,1.0068415449107573,44717741.87010744,212122.1695927823,443139.2797530447,26582.099206485986,16
2024-01-01 16:00:00,2172.6853225431905,2198.6247505857295,2168.096154998907,2180.5817265578494,1762.816424816727,19500000,0.0004146711145514,213130894.10542414,2180.5817265578494,2178.960042433518,0.8490528001798238,768.5422324471845,863.7924799930944,42521343667.87807,25369407257.20149,0.9572241013650612,37915465.27373425,120282.62752351051,583125.2859079897,23487.795002003942,12
2024-01-01 17:00:00,2129.749389213475,2152.071913514228,2127.010776225782,2139.375654498345,1243.5692922559117,19500000,0.0010624482741749,204151205.48523414,2139.375654498345,2136.537337447374,0.9113749575963326,798.6360760751348,526.6343906130305,41717825262.71772,20953944807.48843,1.0409284886110677,31634026.907560356,161300.4916411381,408356.7997147088,26375.60280514483,17
2024-01-01 18:00:00,2172.306403731924,2190.3892143820717,2164.0516742738205,2177.5122212826323,4597.181605187787,19500000,-0.0005819532890363,190282876.0694059,2177.5122212826323,2178.2489936333795,1.1272914282290576,2731.860056968055,1830.6678693917568,42461488315.01133,26836403805.78822,0.9859463879274282,21139240.59050989,149678.78411507464,307710.34899284324,31401.138072217185,8
2024-01-01 19:00:00,2181.3215976606675,2188.7073659392563,2163.029240870552,2175.5565656058366,3378.413996657413,19500000,0.0003086131443581,207053186.92055625,2175.5565656058366,2175.0479218180867,1.2568582034312483,1694.7742707286093,1349.7221145736346,42423353029.31381,20569556114.105522,1.0486542078492644,32022875.628611494,177307.79620554522,411678.5681057329,19214.11216203031,18
