timestamp,open,high,low,close,volume,circulating_supply,funding_rate,open_interest,spot_price,perp_price,long_short_ratio,taker_buy_volume,taker_sell_volume,market_cap,realized_cap,sopr,transfer_volume,tx_count,active_addresses,fees,github_commits
2024-01-01 00:00:00,88.31258027175984,89.12884197374593,88.05000089534538,88.54679382587146,9144.60073052219,19500000,2.6763168474214344e-05,7767387.922837596,88.54679382587146,88.75381168162912,0.8142031354222561,6116.041516163058,3061.288613430198,1726662479.6044936,1292229543.2100835,0.980727115322162,1506294.5313679548,142388.1852335057,464597.0533570303,17403.16023469776,12
2024-01-01 01:00:00,86.64840534700603,87.35740636768851,86.46627683715887,86.73274324841967,972.2839286802548,19500000,9.397163548726096e-05,7624189.0252901595,86.73274324841967,86.88302503669256,0.6678188790591739,566.6040851953246,482.4610868026279,1691288493.3441834,1163618911.146809,0.985253539572402,611096.0360998977,154308.30625677796,491043.11325221474,49359.31682777429,17
2024-01-01 02:00:00,88.12714473902125,88.6925219714786,87.7808360812852,88.05314017631085,2454.879728089606,19500000,-0.0003752649016615,7668179.715442542,88.05314017631085,88.17425542025482,0.9655828304951046,1508.5752682325533,836.880002165489,1717036233.4380617,1220406442.3841505,1.0460494960341835,711615.7955397608,150602.99392018566,263701.4190999501,31948.794985003195,18
2024-01-01 03:00:00,89.71580731675921,90.4433025360117,89.53355003533721,89.73418428664198,2975.464639638576,19500000,-0.0002483930614167,9638924.213241942,89.73418428664198,89.73557082711179,1.379783689938619,1690.8841719169477,969.0796312092216,1749816593.5895185,1193374347.5065026,0.9938729439914455,607514.1289364528,167367.7857415867,312674.49245066947,23971.77086067985,11
2024-01-01 04:00:00,86.19646038241613,86.84798221084102,85.92265282586212,86.30875905994968,2017.125493382974,19500000,-0.0002364698183832,7415211.595294609,86.30875905994968,86.41807313441417,0.9768566794576338,916.265858666541,836.652121069729,1683020801.6690187,810841503.2556337,0.9892111912064916,1043541.0147431089,180723.5225340375,419693.2059724576,15239.404554330407,10
2024-01-01 05:00:00,83.98499596424605,84.5504316622772,83.91534198081733,84.09839633789015,4674.665629504008,19500000,0.0003292324671051,7542500.533127184,84.09839633789015,84.09871788825353,1.1373682897255657,3057.7711120476547,1751.628993914281,1639918728.5888581,769956110.6869975,0.9947462458579384,578901.0210595859,192997.3151642437,580246.7518626114,16386.009616378647,17
2024-01-01 06:00:00,84.20199515570988,84.83328442898534,84.06850970827037,84.32212670811847,4476.64356045896,19500000,0.0001736064845717,10264587.371886043,84.32212670811847,84.1995630177488,1.6007348090277405,2902.619110182119,1538.8827698414586,1644281470.80831,1191320782.9057317,1.013633649654972,809336.0113100664,138914.27442796718,645352.6412810175,27553.431211403946,16
2024-01-01 07:00:00,83.65146045119324,83.8836631592336,83.30258962337855,83.79886426718059,2910.6237688614447,19500000,0.0002833183600221,8156968.459358577,83.79886426718059,83.93321072486789,1.0841661537341003,1469.590355666737,1000.784111026632,1634077853.2100213,803082523.2500322,0.968984089519784,685359.3920288474,109759.9293212058,407216.5968935942,14636.187554891918,21
2024-01-01 08:00:00,84.16139437297505,84.39128672647065,83.04227881715617,83.77908812916765,2603.633171715376,19500000,-0.0004518964969407,7062457.439193831,83.77908812916765,83.8820379221421,0.8580933302303968,1638.0893721105838,981.2096546033304,1633692218.518769,926904433.7447232,1.0128164620137516,1929116.2861515053,223663.7509997584,427568.8489280716,14774.615918570276,12
2024-01-01 09:00:00,82.41911580901993,82.85379404501705,82.32291332587765,82.37010377340535,2818.6732736353138,19500000,-0.0003450700058154,8436828.769047465,82.37010377340535,82.37575937823294,0.8820436622223373,1586.665228265162,1299.5632060862413,1606217023.5814042,1016692495.5008992,1.0076746057017771,718147.2715032928,179218.58389241336,374230.36970309867,22084.89963538142,12
